player,score
Vítor Luiz Faverani,459.5
Brandon Williams,458.83333333333326
Wade Baldwin,458.5
Lindell Wigginton,458.16666666666663
Jeremy Tyler,457.0
Craig Neal,456.625
Rodney Purvis,456.0
Jarrell Brantley,456.0
Mitch McGary,455.75
James Young,455.0
Jeremiah Martin,454.25
Victor Claver,454.1666666666667
Charles Bradley,454.1666666666667
Clay Johnson,454.1666666666667
Norris Coleman,454.0
Eric Moreland,453.8333333333333
Eddie Hughes,453.66666666666674
Daniel Orton,453.5
Kennard Winchester,453.5
Cameron McGriff,453.0
Olivier-Maxence Prosper,452.5
Chris Jefferies,452.375
Chaundee Brown Jr.,451.66666666666663
Bernard James,451.16666666666663
Renaldo Major,451.0
Darnell Jackson,450.0
Lars Hansen,450.0
Yinka Dare,450.0
Phil Lumpkin,449.5
Jawad Williams,449.16666666666663
TyTy Washington Jr.,449.00000000000006
Mfiondu Kabengele,449.0
Tommie Green,449.0
Isaiah Hicks,448.5
Kevinn Pinkney,448.5
Maurice Ager,447.58333333333337
Anthony Tucker,447.0
Dean Tolson,446.66666666666674
Arnett Moultrie,446.5
Jo Jo English,445.83333333333337
Doug Edwards,445.8333333333333
Ryan Broekhoff,445.25
Ricky Marsh,445.0
Paul McCracken,444.50000000000006
Jay Murphy,443.875
Kevin Lynch,443.75
Paul Watson,443.5
Chris Washburn,443.375
Gui Santos,443.0
Bonzie Colson,443.0
Gigi Datome,442.875
Mark Davis,442.5625
Dwayne Jones,442.5
Donald Washington,442.25
Oscar Tshiebwe,442.0
Ron Baker,442.0
Lance Blanks,442.0
Christian Koloko,442.0
Karlo Matković,442.0
Othyus Jeffers,441.78571428571433
C.J. Williams,441.75
Zabian Dowdell,441.5
Steve Sheppard,441.125
Xavier Moon,440.5
Andre McCarter,439.66666666666663
Pape Sow,439.33333333333337
Jamison Battle,439.0
Jorge Gutiérrez,439.0
Malcolm Thomas,438.75
LeRon Ellis,438.50000000000006
Tom Ingelsby,437.50000000000006
Chris Herren,436.25
Alan Ogg,436.0
Maciej Lampe,435.57142857142856
Jalen Jones,435.5
Mouhamed Sene,435.0
Corey Beck,434.5
Eugene Jeter,434.5
Milt Wagner,434.25
Kai Jones,434.1666666666667
Armon Johnson,433.5
Jontay Porter,433.25
Darrun Hilliard,432.6666666666667
Drew Barry,432.5
Roko Ukić,432.5
Cleanthony Early,432.25
Jeff Trepagnier,431.0
Tate Armstrong,430.75
Butch Feher,430.5
Diante Garrett,428.75
Dontell Jefferson,428.5
Taze Moore,428.5
Malachi Richardson,428.5
Dan O'Sullivan,428.08333333333337
Dwayne Whitfield,428.0
Tim Breaux,427.83333333333337
Jamel Artis,427.5
Willie White,427.0
Priest Lauderdale,426.5
Dexter Dennis,426.5
Brandon Hunter,425.75
DeWayne Scales,425.66666666666674
Gerald Fitch,425.5
Georgios Papagiannis,424.75
Charlie Brown Jr.,424.75
Alando Tucker,424.5
Tamar Slay,424.3333333333334
Jared Rhoden,424.1666666666667
Rayan Rupert,423.5
Dane Suttle,423.5
Wardell Jackson,423.5
James Nunnally,422.8571428571429
B.J. Tyler,422.5
Tony Fuller,422.5
Jerome Harmon,422.5
Mark Crow,422.5
Glenn Hansen,422.0
Josh Gray,422.0
Julian Phillips,421.75
Ed Rains,421.75
Casper Ware,421.5
Warren Kidd,420.5
Nolan Smith,420.25
Frank Williams,420.16666666666663
A.J. Lawson,419.5
Jaron Blossomgame,419.5
Chris McCullough,419.5
Mo Howard,419.0
Lester Quiñones,418.5
Randolph Morris,418.375
Leroy Combs,418.0
Andy Walker,417.5
Sean Lampley,417.5
Joe Pace,416.5
Todd Mitchell,416.3333333333333
Brodric Thomas,416.0
Josh Minott,415.8333333333333
Andre Brown,415.8333333333333
Wiley Peck,414.5
Michael Hawkins,414.375
Jackie Robinson,413.66666666666663
Donell Taylor,413.0
B.J. Johnson,413.0
Jameel Warney,413.0
Michael Wilson,413.0
Toby Bailey,413.0
Justin Robinson,412.58333333333337
Ken Green,412.0
Lavor Postell,411.8333333333333
Jack Cooley,411.75
Elijah Hughes,411.25
Oso Ighodaro,411.0
Tom Riker,410.33333333333337
Lazar Hayward,410.3333333333333
Dusty Hannahs,410.25
Xavier Cooks,410.0
Jordan Mickey,409.83333333333337
Kyle Collinsworth,409.5
Thomas Hamilton,409.25
Killian Tillie,409.0
Ray Blume,409.0
Morris Almond,408.83333333333326
Malcolm Lee,408.5
Mitch Creek,408.33333333333337
Joe Stephens,407.83333333333326
Darryl Watkins,407.75
DeJuan Wheat,407.5
Phil Walker,407.5
Scott Haffner,407.5
Blake Ahearn,407.3333333333333
Cedric Henderson,406.625
Jamison Brewer,406.5
Johnny Taylor,406.5
Coby Karl,405.375
Ed Horton,405.0
Nico Mannion,405.0
Claude Gregory,405.0
Josh Davis,404.07142857142856
Brandon Sampson,404.0
Justin Minaya,404.0
Tacko Fall,403.6666666666667
Earl Evans,403.5
Cory Jefferson,403.0
Kay Felder,402.75
Stanley Umude,402.33333333333337
Omar Cook,402.0
Cory Carr,402.0
Julyan Stone,401.875
Cody Williams,401.5
Matt Fish,401.1428571428572
Jordan Adams,400.75
Johnny Rogers,400.25
Phil Hankinson,399.75
Mike Penberthy,399.75
Jimmy Conner,399.0
Andre Owens,399.0
Howard Carter,398.5
Rudy Hackett,398.375
Lamont Strothers,398.0
Stéphane Lasme,397.0
Justin Wright-Foreman,396.5
Hank Williams,396.5
Greg Griffin,396.0
Ricky Ledo,395.625
Theron Smith,395.5
Chris Clemons,395.5
Larry Owens,394.75
Henry Turner,394.75
Ralph Lewis,394.5
Rich Manning,394.125
Harry Davis,394.0
Malcolm Hill,393.625
Greg Jackson,393.0
Mario Kasun,393.0
Rob Kurz,392.5
Norvel Pelle,392.16666666666663
Dave Batton,391.75
Trey Johnson,391.5
Chinanu Onuaku,391.0
Clyde Mayes,391.0
Justin Williams,389.5
Zhaire Smith,389.25
Aaron Harrison,389.16666666666663
Jaylen Clark,389.0
Josh Hall,388.5
Linton Townes,388.0
Džanan Musa,387.75
Randy Allen,387.5
Wayne Radford,387.0
Justin James,387.0
Isaiah Briscoe,386.5
Rick Wilson,386.0
Ruben Nembhard,385.83333333333337
Matt Freije,385.75
Brandon Armstrong,385.5
Kyle Guy,385.5
Michael Jackson,384.8333333333333
Malik Williams,384.5
Jermareo Davidson,384.5
Ozell Jones,383.75
Jacob Evans,383.625
DeMarcus Nelson,383.0
Lawrence Boston,383.0
Tony White,382.375
Olumide Oyedeji,382.16666666666663
Collin Gillespie,382.0
Marko Guduric,381.5
Phil Sellers,381.5
Andre Wakefield,380.875
Miye Oni,380.8333333333333
Pierre Jackson,380.5
Mengke Bateer,380.16666666666663
Wendell Moore Jr.,379.83333333333337
Bobby Cattage,379.25
Cassius Stanley,379.25
Jim Smith,378.5
Malik Hairston,378.25
DeQuan Jones,378.0
Ken Johnson,377.75
Mindaugas Kuzminskas,377.75
Alex Garcia,377.5
Andrew White,377.5
Chris Richard,377.5
Jerald Honeycutt,377.5
Reed Sheppard,377.5
Tharon Mayes,377.16666666666663
Malik Newman,377.0
Travis Williams,377.0
Ray Owes,377.0
Reggie Geary,376.0
Jim Lampley,376.0
Ralph Jackson,376.0
Dwayne Morton,376.0
Tyshawn Taylor,376.0
Cedric Simmons,375.92857142857144
Jose Slaughter,375.5
John Rudd,375.5
Rich King,375.125
Wayne Simien,374.75
Jaylen Morris,374.66666666666663
Axel Toupane,374.5
Jonah Bolden,374.25
Anžejs Pasečņiks,374.25
Gabriel Lundberg,374.0
Chris Wright,373.6666666666667
Antonio Burks,373.5
Vernon Carey Jr.,373.5
Darren Morningstar,373.5
Isaiah Wong,373.5
Jim Owens,373.0
Antonis Fotsis,373.0
Markus Howard,371.75
Reece Gaines,371.5
Furkan Aldemir,371.0
Devin Carter,371.0
Jeryl Sasser,370.75
Robert Werdann,370.3333333333333
Ron Carter,370.25
Bob Martin,370.25
Dwayne McClain,370.0
Dave Jamerson,370.0
Duane Cooper,369.25
Semaj Christon,369.0
Cameron Reynolds,369.0
Elmer Bennett,368.0
Melvin Newbern,368.0
Bill Edwards,368.0
John Garris,368.0
Len Kosmalski,367.25
Andrés Guibert,367.0
Byron Dinkins,367.0
Nick Fazekas,367.0
José Ortiz,366.5
Maurice Martin,366.5
Otis Howard,366.33333333333337
Xavier Munford,366.25
Lynn Greer,366.0
Joe Alexander,365.75
Jerome Jordan,365.0
Andrew Goudelock,364.83333333333337
Joe Crawford,364.5
Adem Bona,364.5
Craig Shelton,364.0
Jett Howard,363.0
Dave Johnson,362.75
Cam Spencer,362.5
Russell Cross,362.5
Juwan Morgan,362.5
Anthony Grundy,362.0
Ray Spalding,361.875
Rawle Marshall,361.75
Devin Gray,361.75
Carlos Clark,361.75
Jamie Waller,361.5
Sam Worthen,361.5
Alphonso Ford,361.0
Pelle Larsson,361.0
Matthew Hurt,360.5
Okaro White,359.83333333333337
Malcolm Miller,359.66666666666663
Marques Bolden,359.5
Justus Thigpen,359.5
Alen Smailagić,359.0
Billy Reid,359.0
Keith Tower,358.0
Cory Higgins,357.75
Alan Hardy,357.5
Dave Popson,357.0
Etdrick Bohannon,356.0833333333333
Allen Murphy,356.0
Awvee Storey,355.8333333333333
Kobe Brown,355.75
Dexter Pittman,355.58333333333337
Jordan Miller,355.5
Doug Lee,355.49999999999994
Joe Reaves,355.25
Tyler Cavanaugh,355.0
Cory Blackwell,355.0
Kevon Harris,354.75
Jared Harper,354.33333333333337
Antonio Reeves,354.0
Michael Young,354.0
Deonte Burton,353.83333333333337
Askia Jones,353.5
Donta Smith,353.5
Chris Garner,353.5
Alton Ford,353.0
Jamorko Pickett,353.0
Kevin Henderson,352.75
Lazaro Borrell,352.0
Robert Hite,352.0
Ben Davis,351.875
Dennis Bell,351.33333333333337
Jason Preston,351.0
Miroslav Raduljica,350.5
Howard Wright,350.5
DeJon Jarreau,350.0
C.J. Wilcox,349.33333333333337
Rick Calloway,349.0
Quinndary Weatherspoon,348.6666666666667
Mike Peplowski,348.5
David Noel,348.0
Phil Hicks,347.75
Rawle Alkins,347.5
Elijah Harkless,347.5
Alec Peters,347.5
Nate Huffman,347.0
Chris Smith,347.0
Charles O'Bannon,346.75
Richard Rellford,346.5
Eric Dawson,346.5
Corny Thompson,346.5
Martin Lewis,346.25
Chad Kinch,346.1666666666667
Erick Barkley,345.75
Ryan Stack,345.5
Kenny Natt,345.0
Bubba Wells,344.0
Devyn Marble,344.0
Dakota Mathias,344.0
Justin Harper,343.66666666666663
Ralph Drollinger,343.5
Brett Vroman,343.5
George Bucci,343.0
Emanuel Terry,342.75
Billy Thomas,342.5
Fred Cofield,342.5
Bill Jones,342.0
Demetrius Jackson,342.0
Jalen Pickett,342.0
Didi Louzada,341.625
Joe Arlauckas,341.5
Corey Williams,341.5
Steve Bardo,341.33333333333337
Keith Booth,341.25
Mouhamadou Gueye,341.0
Glenn Mosley,340.75
Drew Peterson,340.75
Milton Doyle,340.0
Marcus Williams,339.9375
Jamaree Bouyea,339.6666666666667
Darrell Allums,339.5
Gerald Madkins,338.83333333333337
Tim James,338.8333333333333
Devon Dotson,338.8333333333333
Jarrod Uthoff,338.625
Rick Hughes,338.5
Maalik Wayns,338.5
Eddie Phillips,338.0
Adama Sanogo,338.0
Jaylon Tyson,337.5
Daniel Hamilton,337.5
Keith Smith,337.0
Alex Stepheson,336.8333333333333
Ken Smith,336.5
Junior Burrough,336.0
Donnie Boyce,335.0
Timmy Allen,335.0
Esteban Batista,335.0
Tito Horford,334.66666666666663
Maurice Ndour,334.5
Alex Bradley,334.0
Jules Bernard,334.0
Jarvis Varnado,334.0
J.R. Giddens,333.75
Vince Taylor,333.5
Josh Grant,333.0
Naz Mitrou-Long,332.5
Greg Lee,332.5
Randolph Childress,332.125
Rickey Williams,331.5
Javonte Smart,330.625
Dragan Tarlać,330.5
Frank Kornet,330.25
Brett Szabo,330.0
Ken Johnson,329.75
Brice Johnson,329.625
McKinley Wright IV,329.5
Edwin Ubiles,329.0
Dennis DuVal,328.75
Gal Mekel,328.75
Cornelius Cash,328.5
Courtney Fortson,328.33333333333337
Shane Heal,327.75
Jawun Evans,327.75
Lou Roe,327.25
Trentyn Flowers,327.0
Sidy Cissoko,326.5
Ratko Varda,326.0
Justin Dentmon,325.875
Alex Acker,325.625
Rakeem Christmas,325.0
Mychel Thompson,325.0
Dariq Whitehead,324.75
Josh Magette,324.75
Kevin Jones,324.5
Sam Cash,324.5
Terrence Rencher,324.5
Chubby Cox,324.5
Lamar Patterson,323.75
Rick Darnell,323.5
Maurice Carter,323.3333333333333
Phil Zevenbergen,323.0
Daniel Oturu,323.0
James Thomas,322.6666666666667
Thomas Gardner,322.5
Clinton Smith,322.25
Marcus Brown,322.0
Horacio Llamas,321.75
Tom Kropp,321.75
Marcus Webb,321.5
Gabe Pruitt,320.75
Al Carlson,320.5
Del Beshore,320.25
Nate Blackwell,320.0
Isaac Jones,320.0
David Stockton,319.75
Howard Wood,319.5
Garry Witts,318.5
Ashton Hagans,318.5
Lionel Chalmers,318.5
Dell Demps,318.33333333333337
Rodney Monroe,318.0
J.R. Henderson,317.5
Radisav Ćurčić,317.5
Vincenzo Esposito,317.5
Jesse Dark,317.0
Walter Palmer,316.75
Art Collins,316.5
Andy Toolson,316.25
Irv Kiffin,316.0
Travis Hansen,316.0
JaJuan Johnson,316.0
Rich Yonakor,315.0
Mike Ratliff,315.0
Aleksandar Radojević,315.0
Jeremy Richardson,314.875
Torraye Braggs,314.5
Frank Kendrick,314.0
Ronnie Valentine,314.0
Leaky Black,313.5
Jerome Anderson,312.75
Mike Gibson,312.75
Britton Johnsen,312.25
Greg Stokes,312.0
Steve Malovic,311.75
Jordan Bone,311.5
Andrae Patterson,311.25
Kim Anderson,311.0
Hassan Adams,310.5
Xavier Silas,310.25
Desmon Farmer,309.75
Joe Crispin,309.5
Ron Cavenall,309.25
JD Davison,309.1666666666667
Jay Guidinger,309.0
Don Smith,309.0
Robert Archibald,309.0
Terrel Harris,308.875
Jordan Walsh,308.5
Marcus Derrickson,308.5
Korleone Young,308.0
Onuralp Bitim,308.0
Edmund Lawrence,308.0
Bill Ligon,308.0
Desmond Penigar,307.5
Duane Washington,306.5
Sean Singletary,306.5
Marshall Rogers,306.0
Wayne Sappleton,305.5
Juaquin Hawkins,305.5
Clyde Dickey,305.5
Viacheslav Kravtsov,305.0
God Shammgod,305.0
Roy McPipe,305.0
Arinze Onuaku,304.5
Sylvester Norris,304.5
Darius Days,304.0
Glen Rice Jr.,303.5
Pavel Podkolzin,303.5
Brad Wright,303.5
Lorenzo Charles,303.5
Shayne Whittington,303.25
Nicolás Laprovíttola,303.0
Kylor Kelley,302.0
Ricky Blanton,302.0
Pete Williams,301.75
Markquis Nowell,301.0
Tyson Wheeler,301.0
Izaiah Brockington,301.0
Dijon Thompson,301.0
Ryan Robertson,301.0
Jim Grandholm,301.0
Bruce Douglas,300.5
Colby Jones,300.25
Jamel Thomas,300.25
Marshall Plumlee,300.25
Corsley Edwards,300.0
Greg Butler,300.0
Dwight Anderson,300.0
Jarnell Stokes,299.5
Predrag Savović,299.5
Isaiah Mobley,299.25
Billy Donovan,299.0
Kim English,298.5
Owen Wells,298.0
Geert Hammink,298.0
Adonis Jordan,297.5
Rod Freeman,297.5
Clifford Lett,297.25
John Turner,297.0
Marcus Georges-Hunt,297.0
Doug Roth,297.0
Larry Drew II,297.0
Russ Smith,296.5
Brandon Paul,296.5
Bill Newton,296.25
Dan McClintock,296.0
Jaylen Adams,296.0
Julian Washburn,295.5
Marques Bragg,295.5
Luke Schenscher,294.75
Tony Dawson,294.75
Nate Hinton,294.6666666666667
Chris Wright,294.6666666666667
Jerome Henderson,294.5
Dean Oliver,293.75
Jared Reiner,293.5
Soumaila Samake,293.25
Gaylon Nickerson,293.0
Mickell Gladness,292.83333333333337
Marko Milič,292.75
Guy Williams,292.25
Reggie Smith,292.25
Keljin Blevins,291.75
Harold Jamison,290.75
Sergei Monia,290.3333333333333
Darnell Mee,290.0
Nathan Jawai,290.0
Sheldon Mac,290.0
Aleem Ford,290.0
Derrick Zimmerman,289.5
Mike Smith,289.5
Josh Selby,289.25
Carlton McKinney,289.0
Pat Spencer,289.0
Solomon Alabi,288.5
Gary Leonard,288.5
Scott Meents,287.75
Jarell Eddie,287.5
John Edwards,287.5
Dillon Jones,287.5
Leon Smith,287.5
Chris Taft,287.0
Deividas Sirvydis,286.75
Gene Short,286.33333333333337
Terrence Shannon Jr.,286.0
Essie Hollis,285.0
Jack White,284.75
Henri Drell,284.0
Jackson Rowe,284.0
Nigel Hayes,283.625
Terquavion Smith,283.5
Kennedy Chandler,283.5
Scotty Hopson,283.1666666666667
Lanard Copeland,283.0
Erick Green,282.875
James Cotton,282.75
Nicolás Brussino,281.75
Jordan Hall,281.5
Buddy Boeheim,281.25
John Coker,280.8333333333333
Jabari Bird,280.5
Dwaine Dillard,280.5
Sherell Ford,280.5
Amida Brimah,280.0
Antonius Cleveland,280.0
Bryce Cotton,279.75
Frankie King,279.25
Hunter Tyson,278.25
Henry Dickerson,278.0
Walker Russell,277.2857142857143
Paris Bass,277.0
Tre Scott,277.0
Everette Stephens,276.75
Alvin Sims,276.5
Ira Bowman,276.1666666666667
Chris Owens,276.0
Ha Seung-Jin,276.0
Tahjere McCall,276.0
Craig Brackins,275.75
Gundars Vētra,275.5
Darius Washington,275.5
Paul Shirley,275.5
John Stroeder,275.375
Ben Clyde,275.0
Perry Warbington,275.0
Amile Jefferson,275.0
Kebu Stewart,275.0
Andrew Gaze,274.75
Randell Jackson,274.25
Hutch Jones,274.25
Terry Dozier,274.0
Mike Niles,274.0
Jason Sasser,273.25
Julius Hodge,273.25
Alondes Williams,273.16666666666663
Nick Johnson,273.0
Robert Whaley,273.0
Kostas Antetokounmpo,272.8333333333333
Sergei Bazarevich,272.5
Cole Swider,272.0
Scott Sims,272.0
Steffond Johnson,271.5
John Butler,271.5
Wayne Pack,271.0
David Pope,270.5
Branden Carlson,270.5
Walter Jordan,270.0
Isaac Humphries,270.0
Ibou Badji,269.5
Vincent Poirier,269.5
Mike Brittain,269.25
Alex Fudge,268.66666666666663
Ken Boyd,268.5
Norm Cook,268.25
Oliver Robinson,267.5
Alex Stivrins,267.25
Scott Haskin,267.0
John Pinone,267.0
Kevin Burleson,266.5
Adam Mokoka,266.25
Vassilis Spanoulis,266.0
Ruben Boumtje-Boumtje,265.6666666666667
Isaiah Todd,265.5
Žarko Paspalj,265.5
D.J. Strawberry,265.5
Tyler Smith,265.0
Tornike Shengelia,264.75
Kiwane Lemorris Garris,264.75
David Burns,264.66666666666663
Jay Taylor,264.5
John Stroud,264.0
James Southerland,263.8333333333333
Courtney Sims,263.25
D.J. Carton,263.0
Charlie Sitton,263.0
Bernard Toone,263.0
Don Smith,263.0
Terry Thomas,263.0
Marial Shayok,261.5
John Coughran,261.5
Marcus Vinicius,261.0
Stanley Brundy,261.0
Corey Crowder,260.5
Roy Marble,260.25
Leonard Miller,260.0
AJ Johnson,259.16666666666663
Kevin Salvadori,259.0
Kaniel Dickens,259.0
Peyton Siva,259.0
Cheese Johnson,259.0
Glenn Hagan,259.0
Winston Crite,258.5
Daryl Macon,258.25
Toure' Murry,257.875
D.J. Stephens,257.75
A.J. Hammons,257.0
Joel Bolomboy,256.75
Reece Beekman,256.5
Miloš Babić,256.0
Martin Nessley,255.50000000000003
Evers Burns,255.5
Brian Davis,255.5
Jalen Hood-Schifino,255.5
Nathan Mensah,255.0
Horace Jenkins,255.0
Stanley Jackson,254.5
Tang Hamilton,254.0
Cassius Winston,254.0
Cheikh Samb,253.0
Gerald Brown,253.0
Steve Hamer,252.5
Rubén Wolkowyski,252.25
Gian Clavell,252.0
Bob Miller,252.0
Eric Anderson,252.0
Othello Hunter,251.75
Eddie Basden,251.5
Hiram Fuller,251.5
Ian Lockhart,251.0
Melvin Sanders,251.0
Dewan Hernandez,251.0
John Celestand,251.0
Pepe Sánchez,250.75
Jamaal Franklin,250.25
Kenton Edelin,250.0
Greg Bunch,249.5
Lari Ketner,248.875
Carl Henry,248.0
Nate Driggers,247.5
Dontae' Jones,247.5
Wally Rank,247.5
James Augustine,247.0
Emoni Bates,247.0
Dairis Bertāns,247.0
Les Jepsen,247.0
Mike Higgins,245.875
Mickey Dillard,245.5
Boniface N'Dong,245.5
Scott Machado,245.0
Nate Johnston,244.5
Dionte Christmas,243.5
Wayne Engelstad,243.5
Aleksandar Djordjevic,243.0
Guy Morgan,243.0
Tim Quarterman,242.75
Cedric Jackson,242.125
Clint McDaniel,242.0
Grant Jerrett,241.83333333333331
Myron Brown,241.5
Leandro Bolmaro,241.5
Donald Whiteside,241.25
Forrest McKenzie,241.0
Cameron Bairstow,241.0
Mirsad Türkcan,240.66666666666666
Jeff Sheppard,240.5
James Collins,240.5
Tony Zeno,240.5
Eddie Owens,240.5
Mustafa Shakur,240.0
Matt Steigenga,239.5
Dave Britton,239.5
Jim Johnstone,239.33333333333331
Joe Wieskamp,239.25
Chris Livingston,239.25
E.J. Liddell,239.0
Troy Caupain,239.0
Jim Rowinski,238.25
Norman Black,238.0
Will Cherry,238.0
Zhou Qi,237.75
Damien Inglis,237.5
Kendall Brown,237.25
Richard Petruška,237.0
Andre Moore,236.66666666666663
Johnny Furphy,236.5
Tom Patterson,236.25
Derrick Caracter,236.0
Vernon Macklin,235.5
Arvid Kramer,235.5
Cozell McQueen,235.5
Jimmie Baker,235.0
Bruce Kuczenski,235.0
Steve Goodrich,234.75
Steve Downing,234.5
Dominic Pressley,234.33333333333331
Tom Scheffler,234.0
Adam Flagler,234.0
Zylan Cheatham,233.75
Jerry Pender,233.5
Ben Hansbrough,233.0
Will Conroy,232.5
Carldell Johnson,232.5
Rich Laurel,232.5
Al Fleming,232.5
Hamady N'Diaye,232.16666666666663
Nathaniel Barnett,232.0
Ognjen Kuzmić,232.0
Stan Kimbrough,231.75
Mangok Mathiang,231.5
Collis Temple,231.5
Trey Thompkins,231.5
Will Blalock,231.5
Marlon Garnett,231.5
Carlik Jones,231.375
Stephen Thompson,231.33333333333331
Malik Fitts,231.125
Demetris Nichols,231.0
Dakari Johnson,231.0
Vester Marshall,230.5
Amari Bailey,230.0
Jerry Smith,230.0
Tim Young,230.0
Colin Castleton,229.75
Carrick Felix,229.5
Luis Flores,229.5
Ariel Hukporti,229.5
Willie Warren,229.0
Aaron Swinson,229.0
Tom Sluby,228.5
Ben Kelso,228.5
Mark Bradtke,228.5
Dereon Seabron,228.5
Mark Wade,228.25
Leo Rautins,228.25
John Schweitz,228.25
William Cunningham,228.08333333333331
Tyler Honeycutt,227.75
Xavier Sneed,227.625
Dennis Nutt,227.5
Joseph Forte,227.5
Jordan Schakel,227.25
Kalin Lucas,227.0
Matt Othick,226.5
Steven Hill,226.0
Kirk Haston,225.75
Craig Sword,225.5
Adam Harrington,225.5
Pape Sy,225.5
Anthony Pullard,225.5
Sean McDermott,225.5
Ken Mayfield,225.5
John McCullough,225.5
Howard Nathan,225.0
Dyron Nix,225.0
Jalen Lecque,224.0
Arvydas Macijauskas,224.0
Matt Costello,224.0
Perry Young,223.83333333333334
Andre Emmett,222.75
Igor Rakočević,222.0
Jared Terrell,221.5
Yaroslav Korolev,221.5
Garret Siler,221.0
Devon Hall,221.0
Eric Johnson,220.5
Evric Gray,220.0
Harold Keeling,220.0
Robert Woodard II,220.0
Dexter Boney,218.0
Bill Mayfield,217.0
Richard Coffey,217.0
Steve Lingenfelter,216.25
Irving Thomas,216.0
James Webb III,215.0
Keshad Johnson,215.0
Richard Morton,214.5
Tibor Pleiß,214.5
Marcus Garrett,214.5
Jordan Loyd,214.5
Tony Bobbitt,214.5
Armel Traoré,214.0
Drew Gordon,214.0
Mike Morrison,213.5
David Cooke,213.5
Curtis Kitchen,213.5
Vic Law,213.0
Adonis Thomas,212.0
Tyler Kolek,211.5
A.J. Wynder,211.0
Kurk Lee,210.5
Ronnie Murphy,210.5
Marcus Paige,210.0
Pete Nance,210.0
Rob Lock,210.0
Ted Manakas,210.0
Ron Moore,209.66666666666666
Jason Lawson,209.5
Rubén Garcés,209.33333333333331
J.P. Macura,209.25
Joe Chealey,208.75
Marko Simonovic,208.5
Jamal Robinson,208.5
Zach Norvell,208.33333333333331
Paul Grant,207.625
John Holland,207.5
Isaiah Morris,207.5
Roger Burkman,206.0
Grant Riller,204.5
Monti Davis,204.0
Kevin Pangos,204.0
Shamorie Ponds,204.0
Maxwell Lewis,203.875
Michael Frazier,203.0
Tom Copa,203.0
Mark Jones,202.5
Demetrius Calip,202.0
Chad Gallagher,202.0
Keion Brooks Jr.,202.0
Ángel Delgado,202.0
Skip Wise,202.0
James Blackwell,201.83333333333334
Deng Adel,201.5
Jacob Toppin,201.25
Norm Richardson,201.16666666666666
Gary Voce,201.0
Dwayne Polee,201.0
João Vianna,201.0
Jordan Sibert,201.0
Damir Markota,200.0
Taurean Green,199.83333333333337
Todd Mundt,199.33333333333337
Enrique Freeman,199.0
Jeff Lebo,199.0
Stephen Zimmerman,199.0
Chris Babb,199.0
Mark Jones,198.5
Stevin Smith,198.0
Tom Piotrowski,198.0
Mark Sibley,198.0
Gary Alexander,197.83333333333331
Efthimios Rentzias,197.5
Kevin Hervey,197.5
Jay Edwards,196.5
Kenneth Gardner,196.5
Alvin Jones,195.5
Uroš Slokar,195.0
Ron Harper Jr.,195.0
Noel Felix,194.5
Marcus Landry,194.33333333333334
Josh Reaves,194.0
Cam Christie,193.5
Mike Macaluso,192.5
Kosta Perović,192.0
Cuonzo Martin,192.0
John Olive,191.25
Troy Bell,191.0
Jerry Baskerville,191.0
Zoran Dragić,190.33333333333334
Keith McCord,189.5
Darrell Lockhart,189.5
Kelly McCarty,189.5
Allie McGuire,189.5
Jim Creighton,189.5
Yuta Tabuse,189.0
Joe Binion,188.5
Kirk Penney,188.5
Tyrell Terry,188.0
Pacome Dadiet,188.0
Ike Anigbogu,187.75
Tony Mitchell,187.25
Fred Vinson,186.75
John Greig,186.5
Charles Thomas,186.0
Jerel McNeal,186.0
Torgeir Bryn,185.5
Wayne Turner,185.5
Keith Owens,185.0
Travis Leslie,185.0
D'Moi Hodge,184.5
Jeff Webster,183.5
Isaac Fontaine,183.5
Ray Epps,183.0
A.J. Bramlett,183.0
Lee Johnson,182.33333333333334
Alex Blackwell,182.0
Patrick Christopher,181.5
Terry Crosby,181.5
Antoine Rigaudeau,181.0
Mel McCants,180.5
Nigel Williams-Goss,180.0
Malcolm Mackey,179.5
Matt Wenstrom,178.5
Cedric Bozeman,178.0
Ramón Rivas,178.0
Dick Miller,177.66666666666669
Carl Kilpatrick,177.0
Ron Rowan,177.0
Donovan Williams,177.0
Peter Aluma,177.0
Shaq Buchanan,177.0
Matt Mooney,176.25
Billy James,176.0
Antonio Anderson,176.0
Alex Reese,176.0
Dennis Van Zant,176.0
Jeff Cross,176.0
Brian Bowen,175.75
Jeff Nordgaard,175.5
Craig Dykema,174.5
Bronny James,174.5
Makhtar N'Diaye,174.0
Aaron Miles,174.0
Tito Maddox,174.0
Daniel Ochefu,174.0
Fernando Martín,174.0
Peter John Ramos,173.5
Alex Ducas,172.5
Greg Deane,172.0
Jermaine Samuels,171.5
Jordan Ford,171.0
Chris Munk,171.0
Bubba Wilson,171.0
Julius Nwosu,170.5
Karim Mané,170.0
Jacob Wiley,170.0
Chuckie Williams,169.5
Baylor Scheierman,169.5
Desmond Ferguson,169.5
Tony Mitchell,169.25
Cezary Trybański,169.0
Derek Grimm,169.0
Jimmy Carruth,169.0
Jazian Gortman,168.5
Steve Bucknall,168.0
Ernest Brown,168.0
Sasha Kaun,167.5
Cedric Ball,167.0
Ben Gillery,166.5
Ed Stokes,166.5
Alvin Heggs,166.5
Luke Travers,165.5
