player,score
Reggie Williams,1856.0625
David Wingate,1855.8333333333335
Tyler Herro,1854.5833333333333
Clemon Johnson,1854.2083333333333
Cade Cunningham,1851.75
Kevin Edwards,1851.6538461538464
Gary Harris,1851.3846153846155
Al-Farouq Aminu,1851.1153846153845
Dennis Awtrey,1850.1448863636365
Matt Guokas,1847.0792483660132
Marreese Speights,1845.6666666666665
Ron Anderson,1843.6071428571427
Kevin Grevey,1843.5
Travis Best,1842.8333333333333
Chris Mills,1842.5
Brad Lohaus,1842.264705882353
Ty Lawson,1841.75
Joe Ingles,1841.3636363636363
Johnny Dawkins,1840.7222222222222
Willie Green,1839.9583333333333
T.J. McConnell,1839.75
Willie Anderson,1837.1363636363637
Neal Walk,1832.75
Gerald Green,1832.642857142857
Charles Jones,1831.891304347826
Dante Cunningham,1831.5357142857144
James Bailey,1828.923076923077
Johnny Neumann,1828.3076923076924
Marcus Thornton,1827.78125
Mario Chalmers,1827.681818181818
Manny Leaks,1826.5714285714284
Doug West,1825.7916666666665
Will Perdue,1825.4615384615386
Larry Nance Jr.,1824.7857142857142
O.J. Mayo,1822.0
Randy Breuer,1821.0384615384617
Kerry Kittles,1818.875
Darnell Valentine,1818.590909090909
Wali Jones,1818.5576923076924
Jaden McDaniels,1818.0
John Bagley,1817.7272727272725
Keyon Dooling,1817.423076923077
Jeff McInnis,1813.1153846153845
Ivica Zubac,1812.7272727272727
Barry Clemens,1811.818181818182
Jalen Suggs,1811.0
Mike Sanders,1808.3333333333333
Lester Conner,1807.25
Elfrid Payton,1805.4230769230767
Voshon Lenard,1804.6538461538462
Gorgui Dieng,1804.5357142857142
John Paxson,1801.772727272727
Henry Bibby,1801.0
Tony Massenburg,1800.7894736842106
Keith Bogans,1800.5000000000002
Ron Mercer,1800.0833333333335
Luc Mbah a Moute,1799.7857142857142
Jeremy Lin,1795.5909090909092
Tracy Murray,1792.28125
Ollie Johnson,1791.9204545454545
Matt Bonner,1789.5
Greg Anderson,1789.153846153846
Mark Blount,1788.7307692307695
Herm Gilliam,1788.625
Brandon Knight,1787.8333333333333
Montrezl Harrell,1787.5
Danny Vranes,1787.142857142857
Quintin Dailey,1787.0
Jon Koncak,1786.7272727272725
Hubert Davis,1786.125
Brian Skinner,1785.0555555555554
Greg Ostertag,1778.9545454545455
Ben Poquette,1778.2916666666667
Tom Boerwinkle,1777.5
Miles Bridges,1775.0833333333335
Jamaal Tinsley,1774.9545454545453
Delon Wright,1773.9444444444446
Earl Cureton,1773.6071428571427
Allan Bristow,1771.75
Trey Lyles,1769.958333333333
Bogdan Bogdanović,1765.0
John Mengelt,1761.6666666666665
Jerome Whitehead,1761.638888888889
Charlie Ward,1758.5
Paul Mokeski,1758.0625
Jeremy Lamb,1756.916666666667
Darwin Cook,1754.25
Jason Collins,1752.0
Kwame Brown,1751.9642857142858
Tyronn Lue,1749.9117647058824
Stu Lantz,1749.25
Arvydas Sabonis,1748.5714285714287
Harvey Catchings,1746.8076923076922
Tony Delk,1745.875
Shandon Anderson,1745.6250000000002
Bryant Stith,1745.5
Tyus Jones,1745.0
Randy Denton,1744.3333333333333
Lance Stephenson,1743.764705882353
Albert King,1741.5
Dorian Finney-Smith,1738.1923076923076
Franz Wagner,1737.625
Roy Tarpley,1736.6666666666667
Travis Outlaw,1732.730769230769
Kevin Gamble,1730.0416666666665
Foots Walker,1729.25
Sidney Green,1728.2083333333335
Jordan Poole,1726.8333333333335
Luc Longley,1725.5
Gary Grant,1725.2692307692307
Frank Johnson,1725.25
Desmond Bane,1725.0
Larry Miller,1724.9772727272727
Dahntay Jones,1721.3333333333333
Felton Spencer,1721.0357142857144
Dion Waiters,1720.041666666667
Andray Blatche,1719.8333333333335
James Jones,1719.357142857143
Jalen Green,1718.75
Maurice Taylor,1718.5454545454543
Taurean Prince,1717.5909090909092
Terry Catledge,1717.1875
Jerome Williams,1715.7307692307695
Robert Williams,1713.6428571428569
Kosta Koufos,1712.1538461538462
Kenneth Faried,1711.75
Eduardo Nájera,1711.4375
Larry Steele,1710.3174603174602
Dwight Powell,1710.0769230769233
Malik Monk,1709.6875
Seth Curry,1706.8823529411766
Corie Blount,1706.3823529411766
Greg Foster,1706.1176470588234
Cody Zeller,1706.090909090909
Eric Murdock,1704.6363636363637
Maurice Harkless,1704.1071428571431
Adonal Foyle,1703.0
Eddy Curry,1702.4545454545453
Tom Hammonds,1698.3214285714284
Marvin Webster,1696.75
Bob Warren,1696.3333333333335
Anthony Carter,1696.0
Lionel Simmons,1695.7857142857142
Curtis Perry,1694.5
P.J. Washington,1694.3125
Don Adams,1693.9102564102566
John Roche,1693.1853146853148
Bill Wennington,1693.0769230769229
Jacque Vaughn,1692.875
Gary Trent,1690.681818181818
Carlos Arroyo,1690.5294117647059
Dario Šarić,1689.0
Damon Jones,1685.0
Mike Muscala,1681.1944444444443
Bill Keller,1681.0
J.J. Hickson,1680.2916666666665
Jared Jeffries,1680.1666666666667
Todd Day,1679.0
Bill Robinzine,1678.6666666666665
Austin Croshere,1677.4642857142853
Alperen Şengün,1675.125
Sebastian Telfair,1674.5714285714287
Wendell Carter Jr.,1674.2222222222224
Jim McDaniels,1672.7857142857144
Zaid Abdul-Aziz,1672.5000000000002
Vitaly Potapenko,1672.1666666666665
Clark Kellogg,1672.0
Andrés Nocioni,1669.25
Ernie Grunfeld,1668.8333333333333
Len Elmore,1668.25
Rodney Hood,1668.09375
Derek Smith,1665.7272727272727
Steve Stipanovich,1664.5
Ronald Murray,1662.4375
Trey Burke,1662.269230769231
Kevin Kunnert,1661.9545454545457
Royce O'Neale,1661.25
Jud Buechler,1661.205882352941
Bob Wilkerson,1659.2142857142856
Greg Kite,1658.3055555555554
Matt Geiger,1656.5
Coby White,1656.4166666666665
Jan van Breda Kolff,1653.4545454545455
Mikki Moore,1652.1578947368419
John Gianelli,1647.9444444444446
Winston Garland,1647.5
Omri Casspi,1646.1153846153845
Mickaël Piétrus,1645.875
Joel Przybilla,1645.1470588235295
Ian Mahinmi,1645.0833333333333
Eric Money,1644.0
Reggie Bullock,1643.0
Cameron Payne,1642.625
George Lehmann,1638.6538461538462
Kurt Nimphius,1634.791666666667
Michael Porter Jr.,1633.75
Jason Thompson,1633.75
T.J. Warren,1633.1363636363637
Joe Bryant,1632.5625
Darius Miles,1632.2222222222222
Randy Brown,1631.875
Chandler Parsons,1631.666666666667
DeMarre Carroll,1631.0882352941176
Johnny Moore,1629.7727272727273
Jonas Jerebko,1629.3181818181815
Charles Smith,1625.3695652173913
Nikola Mirotić,1625.0
John Battle,1623.75
Francisco García,1622.2083333333335
John Williams,1620.9375
Mike Dunleavy,1620.890625
Mitch Kupchak,1619.7222222222222
Walt Wesley,1618.2142857142858
Dino Radja,1617.125
Darrick Martin,1614.9999999999998
C.J. Watson,1612.0
JaMychal Green,1611.4615384615386
Jodie Meeks,1610.875
Jabari Parker,1610.3571428571431
Richaun Holmes,1608.75
DeSagana Diop,1607.96875
Dorell Wright,1607.1818181818182
Gene Banks,1606.3333333333335
Wes Matthews,1606.3076923076924
Stromile Swift,1606.230769230769
Gary Trent Jr.,1603.1111111111113
Dave Stallworth,1602.75
E'Twaun Moore,1602.75
Michael Olowokandi,1602.5454545454545
Jason Smith,1602.0714285714287
De'Andre Hunter,1601.625
John Shumate,1600.5714285714284
Chuck Hayes,1600.1923076923076
Marquis Daniels,1599.25
Keldon Johnson,1598.6666666666667
Chris Whitney,1598.076923076923
Devean George,1597.7272727272725
Anfernee Simons,1597.142857142857
Kyle Macy,1595.9999999999998
Oliver Miller,1595.590909090909
Geoff Huston,1595.5
Louis Orr,1594.625
Iman Shumpert,1593.571428571429
Dewayne Dedmon,1593.2941176470588
Glen Davis,1591.75
Mike McGee,1591.409090909091
Immanuel Quickley,1590.7142857142858
T.J. Ford,1590.25
Scott Brooks,1590.2499999999998
Hakim Warrick,1589.583333333333
Ben McLemore,1586.0454545454543
Jerry Sichting,1584.8214285714284
Chris Childs,1584.590909090909
Maurice Evans,1584.4230769230767
Blair Rasmussen,1581.0625
Bryant Reeves,1580.0
Martell Webster,1577.5
Anthony Morrow,1575.7307692307693
Troy Hudson,1574.7272727272727
Jalen Williams,1574.5
Kelvin Ransey,1574.4166666666665
Popeye Jones,1574.0909090909092
Kevin Huerter,1571.9444444444443
Bo Lamar,1571.5
Delonte West,1570.5
Luke Kennard,1566.5
Chris Duhon,1562.1111111111113
Malik Sealy,1561.75
Jim Davis,1560.6363636363635
Jordan Farmar,1560.5
Joe Harris,1559.25
Cameron Johnson,1556.8125
Trevor Booker,1556.5909090909092
Marvin Bagley III,1556.590909090909
Wesley Johnson,1555.636363636364
Nerlens Noel,1555.576923076923
Danny Fortson,1553.75
Claude Terry,1553.419642857143
Ed Manning,1553.121212121212
Toby Kimball,1551.5555555555554
Bison Dele,1549.875
Andrew DeClercq,1547.3333333333335
Michael Curry,1546.2692307692307
Mike Glenn,1546.25
Mike Brown,1543.2727272727275
Dražen Petrović,1541.8333333333333
Trenton Hassell,1541.7727272727273
Lloyd Neal,1540.4761904761906
Elliot Perry,1540.34375
Nenad Krstić,1539.1666666666667
Jason Maxiell,1537.25
Daniel Theis,1536.5714285714287
Erwin Mueller,1534.0
Christian Wood,1533.5
Bruce Brown,1531.8636363636365
Andris Biedriņš,1530.5
Brandan Wright,1530.3529411764707
Daniel Gafford,1530.25
Josh Giddey,1529.75
Greg Smith,1529.2426470588234
Erick Strickland,1528.727272727273
Jeff Turner,1525.75
Joe Ellis,1525.5625
Lonzo Ball,1522.0
Steve Colter,1521.4999999999998
Andre Roberson,1520.5714285714284
Mike Evans,1520.5
Michael Doleac,1517.5416666666667
Tim McCormick,1517.0
Rick Roberson,1516.5714285714284
Rick Robey,1515.75
Mike Scott,1515.1363636363637
Bob Hansen,1513.2272727272725
Walter McCarty,1512.9166666666667
Sasha Vujačić,1511.9583333333333
Pat Connaughton,1509.75
Dale Schlueter,1509.5
Jannero Pargo,1509.0588235294117
Joe Wolf,1507.6666666666667
Jeff Cook,1507.4285714285716
Šarūnas Marčiulionis,1506.2142857142858
Wally Walker,1506.0
Jordan Crawford,1505.25
Donte DiVincenzo,1504.888888888889
Charles Johnson,1503.388888888889
Mike Bratz,1502.6666666666665
Howard Porter,1502.1414141414143
Gerald Henderson,1501.7241379310346
Kevon Looney,1501.5
Rui Hachimura,1501.3125
Tony Snell,1501.2727272727273
Pat Riley,1499.727272727273
Nick Weatherspoon,1499.4444444444443
Georges Niang,1496.409090909091
Matt Bullard,1495.909090909091
Pete Chilcutt,1494.75
Clint Richardson,1492.875
Kelvin Cato,1492.7916666666667
Carlos Delfino,1492.625
Gordan Giriček,1492.4615384615383
Damien Wilkins,1492.25
Buck Johnson,1490.0
Ron Williams,1487.5625
Kris Dunn,1486.9444444444443
Duane Causwell,1483.0454545454545
Ron Lee,1480.25
Darko Miličić,1477.3214285714287
Danny Young,1476.8333333333333
John Henson,1476.25
Duane Ferrell,1475.9545454545453
Saddiq Bey,1474.8333333333335
Ryan Gomes,1474.8125
Devin Vassell,1474.5
Greg Buckner,1473.0
Randy Wittman,1472.0
Naz Reid,1471.8333333333335
Justise Winslow,1471.25
Timofey Mozgov,1469.7916666666665
Alvin Williams,1469.4545454545455
Billy McKinney,1468.3333333333335
Kenny Gattison,1467.888888888889
Tom Burleson,1466.357142857143
James Ennis III,1465.25
Jim McElroy,1463.888888888889
Jason Caffey,1463.25
Sonny Parker,1463.25
Adam Keefe,1461.9999999999998
Jerry Reynolds,1459.25
Al Wood,1459.0625
Anthony Parker,1457.0555555555557
Fred Foster,1456.9166666666667
Tyrus Thomas,1456.75
Doug Overton,1455.5263157894738
Cedi Osman,1450.642857142857
Luguentz Dort,1447.0
Cornell Warner,1444.3787878787878
Ronnie Brewer,1443.4642857142858
Dennis Smith Jr.,1443.3636363636365
Alvin Scott,1442.625
Juan Dixon,1442.4999999999998
Josh McRoberts,1442.1153846153845
Pat Garrity,1442.0
Cole Anthony,1442.0
Edgar Jones,1440.75
Armond Hill,1440.2916666666667
Dāvis Bertāns,1439.625
Chris Mihm,1438.25
Shelvin Mack,1438.1666666666667
Steve Kuberski,1437.0909090909092
Torrey Craig,1435.892857142857
Ledell Eackles,1432.4285714285713
Luke Walton,1431.5
Ronnie Price,1431.2916666666667
Brandon Miller,1431.0
Kevin Porter Jr.,1429.642857142857
Terry Davis,1428.25
Malik Allen,1428.25
Tyler Johnson,1428.142857142857
Michael Kidd-Gilchrist,1427.75
Greivis Vásquez,1427.5
Vincent Askew,1427.1071428571431
Eddie Jordan,1426.8461538461538
Aron Baynes,1426.1666666666667
Fred Hoiberg,1424.25
Otis Smith,1420.75
Dan Gadzuric,1419.2083333333335
Charlie Criss,1418.6249999999998
Scot Pollard,1418.5
Sam Vincent,1416.888888888889
Kevin Restani,1415.375
De'Anthony Melton,1414.5714285714284
Jaden Ivey,1414.3333333333335
Darrell Arthur,1413.2777777777778
Art Williams,1411.75
Gene Littles,1411.6666666666665
Marv Roberts,1410.25
Derek Strong,1409.5
Grayson Allen,1405.5714285714287
Richard Washington,1404.75
Devonte' Graham,1403.6875
Reggie King,1402.5833333333333
Rick Adelman,1400.25
Chet Holmgren,1400.0
Ryan Hollins,1398.375
Joe Hamilton,1398.0625
Deni Avdija,1398.0
Sasha Pavlović,1397.230769230769
Speedy Claxton,1396.833333333333
Cam Thomas,1396.5
Jon Sundvold,1396.4444444444443
Corky Calhoun,1395.888888888889
Austin Reaves,1395.25
Thomas Bryant,1394.5833333333333
David Benoit,1392.888888888889
Derrick Williams,1392.8181818181818
Bird Averitt,1392.7857142857144
Monte Morris,1391.75
Eric Montross,1391.607142857143
Ron Behagen,1391.4615384615386
Gary Neal,1390.727272727273
Jordan Hill,1390.4166666666667
Duncan Robinson,1389.357142857143
Jim Petersen,1388.5
Derrick Jones Jr.,1387.909090909091
Marko Jarić,1387.7142857142858
Nemanja Bjelica,1387.1111111111113
Langston Galloway,1386.3333333333335
Bill Willoughby,1385.75
Dave Wohl,1385.508547008547
Marc Iavaroni,1385.272727272727
Toney Douglas,1383.5
George Johnson,1382.8236714975844
Stanley Johnson,1380.0
Nikola Peković,1378.0833333333335
Larry Krystkowiak,1377.7777777777776
Donald Royal,1375.4615384615386
Freeman Williams,1373.0
Grant Williams,1372.875
Michael Brooks,1371.0833333333333
Bill Bradley,1370.5
Willie Cauley-Stein,1369.8636363636365
Roger Mason,1369.0000000000002
Markelle Fultz,1369.0
Frank Kaminsky,1368.25
Trey Murphy III,1367.625
Jeff Wilkins,1367.4375
Leon Douglas,1364.9285714285716
Scott May,1363.5714285714284
Brandon Rush,1361.2777777777778
Mitchell Robinson,1361.25
Darius Songaila,1360.625
Devin Brown,1360.625
Hank Finkel,1360.4444444444443
Marc Jackson,1360.0
Ronny Turiaf,1360.0
John Crotty,1359.769230769231
Brandon Clarke,1357.5833333333335
Mitchell Wiggins,1357.3333333333333
Scott Hastings,1356.6923076923078
Matthew Dellavedova,1356.090909090909
Jarvis Hayes,1354.5
Scott Burrell,1352.75
Moochie Norris,1351.6666666666667
Chris Boucher,1349.875
Nic Claxton,1349.6666666666667
Lewis Lloyd,1346.7777777777778
Al Skinner,1344.25
Tyler Zeller,1343.7083333333333
Maxi Kleber,1342.1875
Tony Smith,1341.9090909090912
Meyers Leonard,1341.75
Jaren Jackson,1341.6250000000002
Bryn Forbes,1340.1666666666665
Kyle O'Quinn,1339.1875
Cherokee Parks,1338.136363636364
Bennedict Mathurin,1338.0
Mark Landsberger,1337.611111111111
Moritz Wagner,1337.25
Michael Smith,1337.2083333333335
Ed Nealy,1335.0714285714284
Anthony Bowie,1334.75
Brian Cardinal,1334.5416666666667
Tony Jackson,1334.5
Al Thornton,1333.25
Samaki Walker,1332.75
Nickeil Alexander-Walker,1330.75
Sly Williams,1329.2857142857144
Keon Clark,1328.375
Fred Jones,1328.2777777777778
Don Ford,1328.111111111111
Wilbur Holland,1327.875
Luke Jackson,1327.607142857143
Solomon Hill,1327.4545454545455
Paul Griffin,1327.142857142857
Linas Kleiza,1326.8571428571427
Mike O'Koren,1324.8125
Tom Boswell,1324.375
John Brown,1322.7222222222222
Landry Shamet,1322.0555555555554
Tim Perry,1319.75
Stacey King,1319.4583333333333
Willie Norwood,1318.095238095238
Dave Meyers,1316.625
Al Smith,1316.3333333333333
Lee Davis,1316.2291666666665
Isaiah Hartenstein,1315.3333333333335
Emmanuel Mudiay,1314.75
Alonzo Gee,1313.5384615384614
Jason Kapono,1312.6111111111113
Tim Bassett,1312.5000000000002
Jumaine Jones,1312.25
Pete Myers,1309.6666666666667
Drew Eubanks,1309.4545454545455
Jarron Collins,1309.375
Matt Carroll,1307.1428571428573
Greg Kelser,1305.9375
Josh Childress,1305.0625
Aaron James,1304.5
Chase Budinger,1303.2777777777778
Shannon Brown,1301.8333333333333
Brian Scalabrine,1300.4545454545453
Jonathan Kuminga,1298.625
Josh Okogie,1298.3333333333333
Jeff Grayer,1297.5454545454545
Skeeter Swift,1297.2857142857142
Mo Bamba,1296.5
Don Collins,1294.3125
Toby Knight,1293.0
Terry Furlow,1292.6875
Reggie Johnson,1291.5
Zach Collins,1289.388888888889
Steve Novak,1288.6176470588232
Boban Marjanović,1288.0
Aaron Holiday,1288.0
Don May,1287.0
Kenny Walker,1286.5714285714287
Earl Tatum,1284.875
Ömer Aşık,1284.5
Lou Amundson,1282.8947368421054
Johan Petro,1278.75
Monty Williams,1277.6818181818182
Jalen Duren,1277.5
Etan Thomas,1276.2222222222222
Keegan Murray,1275.6666666666665
Dennis Hopson,1273.9285714285713
Willy Hernangómez,1272.8333333333333
Shabazz Napier,1272.5625
Calvin Booth,1271.25
Daniel Gibson,1270.5714285714284
Rick Mount,1267.2142857142858
George King,1266.9375
Roger Phegley,1264.0833333333335
Jabari Smith Jr.,1263.8333333333333
Lance Thomas,1263.5
Marcus Banks,1263.4642857142858
Elston Turner,1263.4375
Brian Cook,1263.1666666666667
Isaiah Stewart,1263.0
Adrian Griffin,1262.6818181818182
Tyler Hansbrough,1262.2857142857144
Tiago Splitter,1261.7857142857142
Will Bynum,1254.6875
Marty Conlon,1254.0
Onyeka Okongwu,1251.5
Michael Dickerson,1250.5
Francisco Elson,1249.3076923076922
Stanley Roberts,1249.0625
Norris Cole,1248.125
Brent Price,1246.888888888889
Ryan Bowen,1246.25
Glen Gondrezick,1245.8333333333333
DeJuan Blair,1245.4285714285716
Shake Milton,1241.2916666666667
Precious Achiuwa,1240.357142857143
Terance Mann,1240.3125
Walter Berry,1239.8571428571427
Tim Frazier,1238.5625
Lee Mayberry,1238.142857142857
Josh Jackson,1238.0714285714284
Jared Sullinger,1237.5
Cam Reddish,1237.25
Keith Askins,1236.2777777777778
Rondae Hollis-Jefferson,1234.5833333333333
Milt Palacio,1234.5555555555554
George Trapp,1234.4166666666665
Royal Ivey,1234.3333333333333
Carl Herrera,1234.25
Charles Davis,1230.3333333333333
Willie Burton,1230.0625
Allen Crabbe,1229.111111111111
Shaedon Sharpe,1229.0
Kenrich Williams,1228.9285714285716
Joel Anthony,1226.5416666666667
Ayo Dosunmu,1225.125
Bill Hewitt,1225.0625
Svi Mykhailiuk,1223.4615384615386
Raul Neto,1222.1875
Dwight Davis,1221.75
Ennis Whatley,1219.7692307692305
Lee Winfield,1217.404761904762
Ed Ratleff,1216.5
Hamidou Diallo,1215.125
Melvin Turpin,1214.0
Gary Gregor,1213.5
Stan McKenzie,1212.888888888889
Eric Leckner,1212.2500000000002
Tomáš Satoranský,1211.888888888889
James Robinson,1210.611111111111
Walker Kessler,1208.3333333333335
Craig Smith,1206.3333333333333
Shammond Williams,1205.5454545454545
John Wallace,1204.5714285714284
Caleb Martin,1204.0833333333333
Jalen Johnson,1204.0
Marcus Fizer,1203.5833333333333
Jake Voskuhl,1203.0555555555554
Mark Williams,1202.5
Keyonte George,1201.5
Bruce Seals,1199.0
Kevin Séraphin,1198.7142857142858
Robert Traylor,1198.7142857142856
Talen Horton-Tucker,1198.0
Shelden Williams,1197.125
Patrick Williams,1195.0
Goo Kennedy,1194.6666666666665
Lonnie Walker IV,1194.0833333333333
Larry Cannon,1193.4285714285713
Leonard Gray,1191.0
Noah Vonleh,1190.5416666666667
John Lambert,1190.2272727272727
Richard Anderson,1189.75
Damion Lee,1189.2857142857142
Tim Legler,1188.4166666666665
Jonathan Isaac,1185.25
Dante Exum,1185.25
Kim Hughes,1183.3125
Khalid Reeves,1182.0
Harold Pressley,1181.5
Melvin Ely,1181.3636363636363
Reggie Williams,1180.0625
Dion Glover,1178.9375
Corey Kispert,1178.125
Haywoode Workman,1177.5
Ken Charles,1177.5
Jevon Carter,1177.4444444444443
Jeremy Sochan,1177.1666666666665
Cory Alexander,1174.5
Lamar Green,1173.9761904761904
Alan Anderson,1173.75
Terrence Jones,1172.6875
Sam Mack,1172.4444444444446
Quentin Grimes,1171.625
Jon Leuer,1169.25
Jalen Smith,1169.0714285714287
Amen Thompson,1167.75
John Hummer,1167.4375
Jahlil Okafor,1166.0
Simmie Hill,1165.8333333333333
Jim Ard,1165.5357142857142
Max Strus,1164.8333333333335
Ekpe Udoh,1164.4444444444443
Dean Meminger,1164.3333333333335
Larry McNeill,1163.0
Luther Head,1162.1875
Mike Jackson,1161.25
Troy Brown Jr.,1161.0
Payton Pritchard,1158.0
Jimmy O'Brien,1157.5
Anthony Bonner,1155.9166666666667
Greg Dreiling,1154.75
Lavoy Allen,1153.9375
Jerry Chambers,1153.3333333333333
Luke Babbitt,1151.25
Tyrone Nesby,1150.75
Miles Plumlee,1150.590909090909
Glenn Robinson III,1150.090909090909
Juancho Hernangómez,1149.2916666666667
Terry Dehere,1145.8125
Carlos Rogers,1145.5
Obi Toppin,1145.0
Tony Brown,1144.423076923077
Jason Hart,1144.3333333333335
Sharone Wright,1142.9166666666665
Don Reid,1142.25
Jawann Oldham,1140.4166666666667
Jaxson Hayes,1139.9166666666665
Scoot Henderson,1139.0
Mirza Teletović,1139.0
Jamario Moon,1138.888888888889
Brad Sellers,1138.5625
Jarred Vanderbilt,1138.2727272727273
Tom LaGarde,1137.4166666666665
Anthony Randolph,1136.6875
Danuel House Jr.,1136.2272727272727
Anthony Avent,1136.0
Ira Newble,1134.909090909091
Willie Long,1134.6666666666665
Jae'Sean Tate,1134.0
Jahidi White,1133.5
Scott Padgett,1133.25
Larry Wright,1132.1666666666665
Tariq Abdul-Wahad,1131.5
George Irvine,1131.25
Thomas Robinson,1130.0555555555557
Steven Hunter,1130.0
Freddie Boyd,1128.5357142857142
Marquese Chriss,1126.5625
Elijah Bryant,1126.0
Isaac Okoro,1126.0
Leon Wood,1125.5
Khem Birch,1124.9375
Kareem Rush,1124.8333333333335
Naji Marshall,1123.5
Quinton Ross,1122.5
Kyle Singler,1121.9375
Cliff Meely,1120.9285714285716
Dick Garrett,1120.547619047619
Quincy Acy,1119.8181818181818
Quincy Pondexter,1118.3333333333335
Victor Alexander,1116.5
Troy Daniels,1113.8333333333335
Rumeal Robinson,1113.0454545454547
Lee Nailon,1111.3333333333333
Rashad McCants,1110.3333333333333
Tre Jones,1109.0714285714284
Charlie Bell,1108.2777777777778
Chris Carr,1106.75
Shawne Williams,1105.6111111111113
Jerome James,1105.2222222222222
Tari Eason,1105.0
Kevin Knox,1102.25
Rick Brunson,1102.0
Damion Baugh,1101.0
Bones Hyland,1099.2500000000002
Santi Aldama,1099.125
Gary Payton II,1099.0769230769229
JaKarr Sampson,1098.6875
Sergio Rodríguez,1098.642857142857
Yogi Ferrell,1098.611111111111
Damian Jones,1098.230769230769
Jalen McDaniels,1098.0
Luke Kornet,1097.8846153846152
Jack Haley,1097.0909090909092
Eddie Griffin,1097.0
Boštjan Nachbar,1096.75
Darvin Ham,1096.0
Goga Bitadze,1095.75
Tre Mann,1093.6666666666667
Collis Jones,1089.875
Nick Richards,1089.2857142857142
Michael Ruffin,1089.2777777777776
Mark Madsen,1088.8333333333333
Justin Jackson,1087.9615384615383
Nik Stauskas,1087.9166666666665
Isaiah Canaan,1087.1923076923076
Morlon Wiley,1086.875
Tony Jackson,1084.5
Lawrence Funderburke,1084.4285714285716
Yi Jianlian,1083.5
Scott Lloyd,1081.75
Mark Alarie,1081.5
Mario Hezonja,1080.5
DerMarr Johnson,1080.0714285714287
Butch Carter,1079.6875
Primož Brezec,1078.7692307692307
Randy White,1078.0
Killian Hayes,1076.25
Mitchell Butler,1076.0625
Charles Dudley,1075.1666666666665
Franklin Edwards,1074.5714285714284
Anthony Goldwire,1073.75
Negele Knight,1072.75
Doug Smith,1072.5
Sasha Danilović,1072.25
Kelenna Azubuike,1072.0
Travis Grant,1071.7619047619048
Rudy Fernández,1069.625
Billy Thompson,1068.75
DeAndre' Bembry,1068.5625
Cody Martin,1068.3333333333335
Bud Stallworth,1068.25
Dan Dickau,1067.5
Rodney McGruder,1066.6428571428573
Oliver Taylor,1065.9166666666667
Terence Davis,1064.6666666666665
Kendrick Nunn,1064.5
Furkan Korkmaz,1063.7142857142858
Joey Graham,1061.5833333333333
Larry Sanders,1060.9166666666667
Joe Hassett,1060.5
Chimezie Metu,1060.375
Keita Bates-Diop,1060.0
Shabazz Muhammad,1059.9285714285716
Andrew Nembhard,1055.0
David Wood,1052.0
Michael Holton,1051.125
Kevin Stacom,1050.3125
Davion Mitchell,1050.1666666666665
Garrison Mathews,1049.625
Rafael Addison,1049.4166666666667
Jim McIlvaine,1048.142857142857
Ben Coleman,1047.0
Justin Anderson,1046.75
Jordan Nwora,1045.625
Timothé Luwawu-Cabarrot,1045.5
Aaron Nesmith,1045.5
Tom Tolbert,1045.2142857142856
Cartier Martin,1045.0
Darius Bazley,1044.0
Derrek Dickey,1043.0
Rex Walters,1041.090909090909
Gary Brokaw,1041.0000000000002
Dean Garrett,1040.5
Jim Spanarkel,1039.5
Cole Aldrich,1038.75
Tony Wroten,1038.75
David Nwaba,1038.25
Jonathon Simmons,1035.25
Darren Daye,1033.2142857142858
Eddie Robinson,1032.5
Jake Tsakalidis,1031.0
Mark Strickland,1029.75
Daequan Cook,1029.5
Chris Crawford,1028.4285714285713
Steve Patterson,1027.142857142857
Major Jones,1024.0
Jonathan Bender,1022.9375
Alexis Ajinça,1022.8333333333333
Eric Maynor,1022.3181818181819
Bernie Williams,1020.5
Greg Minor,1019.5
Smush Parker,1019.1111111111111
Aaron Wiggins,1018.875
James Wiseman,1018.4166666666667
Javonte Green,1016.9375
Charles Shackleford,1016.3333333333333
Willie Sojourner,1015.875
Rickey Brown,1015.6428571428571
Simone Fontecchio,1015.5
Predrag Drobnjak,1015.5
Mike Barr,1013.75
Jaylen Nowell,1013.3125
Austin Daye,1012.125
Matt Maloney,1011.6666666666667
Jeff Lamp,1009.6875
Courtney Alexander,1009.5
Jimmy Foster,1009.0
Jose Alvarado,1007.625
Dickey Simpkins,1005.8888888888888
Bilal Coulibaly,1005.5
Aaron Gray,1005.409090909091
Travis Knight,1004.9285714285714
Felipe López,1001.9166666666667
Alaa Abdelnaby,1000.8333333333334
Dyson Daniels,999.1666666666667
Christian Braun,998.6666666666666
Randy Livingston,998.4545454545454
Jared McCain,998.0
Amir Coffey,997.1666666666667
Frank Ntilikina,995.2857142857143
Isaiah Joe,994.5
Ty Jerome,994.0
Mark Acres,993.625
Rory White,992.1875
Kevin Joyce,992.0
Alex Sarr,992.0
Antoine Wright,991.75
Larry Stewart,991.5
Josh Green,991.5
Xavier Tillman Sr.,991.2142857142858
RaiQuan Gray,990.25
John Wetzel,989.7380952380953
Stuart Gray,989.5555555555557
Louie Nelson,989.1428571428571
Josh Powell,986.8888888888888
Charles Smith,986.3695652173914
Ronnie Lester,986.25
Jaime Jaquez Jr.,986.0
Sam Williams,984.9375
Dalano Banton,984.1666666666666
Pearl Washington,984.0
